time,instrument,bid1_price,bid1_qty,bid2_price,bid2_qty,bid3_price,bid3_qty,ask1_price,ask1_qty,ask2_price,ask2_qty,ask3_price,ask3_qty
1566170,SSE-HT,11141,50,11139,100,11137,150,11145,50,11146,5,11147,100
1566170,SSE-KRAS,9481,90,9479,150,9477,200,9487,50,9489,100,9491,150
1566170,SSE-SIMP,9985,150,9984,200,9983,250,9989,50,9990,100,9991,150
1566170,SSE-ZABA,11398,50,11396,100,11394,150,11408,138,11410,250,11451,90
1566332,SSE-CARD,9803,70,9802,150,9801,200,9806,60,9807,100,9808,150
1566332,SSE-FSR,10002,65,10000,100,9998,150,10006,50,10008,100,10010,150
1566332,SSE-HT,11130,50,11128,100,11126,150,11136,75,11138,150,11140,200
1566332,SSE-KRAS,9477,50,9475,100,9473,150,9481,50,9483,100,9485,150
1566332,SSE-SIMP,9956,50,9955,100,9954,160,9958,40,9959,100,9960,150
1566332,SSE-ZABA,11392,50,11390,100,11388,150,11396,50,11398,100,11399,5
1566416,SSE-CARD,9802,92,9801,200,9800,250,9807,10,9808,118,9809,200
1566416,SSE-FSR,10006,13,10002,90,10000,100,10010,40,10012,200,10014,250
1566416,SSE-HT,11130,50,11128,100,11126,150,11138,150,11140,200,11142,250
1566416,SSE-KRAS,9469,55,9367,15,9365,15,9477,120,9481,18,9483,100
1566416,SSE-SIMP,9958,290,9956,10,9955,100,9980,5,9995,10,9998,10
1566416,SSE-ZABA,11390,100,11388,150,11386,200,11392,15,11400,141,11402,200
1566516,SSE-CARD,9793,50,9792,100,9791,150,9795,40,9796,100,9797,150
1566516,SSE-FSR,10032,30,10030,100,10028,150,10036,50,10038,100,10040,150
1566516,SSE-HT,11152,45,11150,100,11148,150,11156,50,11158,100,11160,150
1566516,SSE-KRAS,9449,50,9447,100,9445,150,9457,64,9459,200,9461,250
1566516,SSE-SIMP,9954,10,9953,10,9952,9,9955,145,9956,250,10001,10
1566516,SSE-ZABA,11403,35,11401,100,11399,150,11407,50,11409,100,11411,150
1566616,SSE-CARD,9787,50,9786,100,9785,150,9791,58,9792,200,9793,250
1566616,SSE-FSR,10053,50,10051,150,10049,200,10059,50,10061,100,10063,150
1566616,SSE-HT,11168,50,11166,100,11164,150,11172,50,11174,100,11176,150
1566616,SSE-KRAS,9449,100,9447,200,9445,250,9459,100,9461,150,9463,200
1566616,SSE-SIMP,9967,100,9966,150,9965,200,9970,50,9971,100,9972,150
1566616,SSE-ZABA,11406,50,11404,100,11402,150,11410,50,11412,100,11414,150
1566716,SSE-CARD,9780,50,9779,100,9778,150,9783,37,9784,150,9785,200
1566716,SSE-FSR,10042,50,10040,100,10038,150,10046,38,10048,100,10050,150
1566716,SSE-HT,11150,50,11148,100,11146,150,11154,25,11156,100,11158,150
1566716,SSE-KRAS,9442,50,9440,100,9438,150,9446,45,9448,100,9450,150
1566716,SSE-SIMP,9953,10,9952,9,9951,50,9954,50,9955,150,9956,200
1566716,SSE-ZABA,11406,10,11404,100,11402,150,11414,137,11416,200,11418,250
1566816,SSE-CARD,9814,25,9813,100,9812,150,9816,50,9817,100,9818,150
1566816,SSE-FSR,10046,30,10044,100,10042,150,10050,50,10052,100,10054,150
1566816,SSE-HT,11168,64,11166,150,11164,200,11174,50,11176,100,11178,150
1566816,SSE-KRAS,9450,10,9448,100,9446,150,9454,50,9456,100,9458,150
1566816,SSE-SIMP,9956,40,9955,100,9954,410,9958,50,9959,100,9960,150
1566816,SSE-ZABA,11414,45,11412,100,11410,150,11418,50,11420,100,11422,150
1566922,SSE-CARD,9820,150,9819,200,9818,250,9824,50,9825,100,9826,150
1566922,SSE-FSR,10036,7,10034,50,10032,100,10046,151,10253,41,10270,50
1566922,SSE-HT,11136,50,11134,100,11132,150,11140,25,11142,100,11144,150
1566922,SSE-KRAS,9419,50,9417,100,9415,150,9425,50,9427,150,9429,200
1566922,SSE-SIMP,9956,10,9954,260,9953,100,9958,10,9959,200,9960,250
1566922,SSE-ZABA,11427,50,11425,100,11423,150,11431,50,11433,100,11435,150
1567123,SSE-CARD,9831,37,9830,250,9783,10,9836,50,9837,100,9838,150
1567123,SSE-FSR,10033,20,10028,50,10026,100,10038,105,10040,250,10253,41
1567123,SSE-HT,11140,39,11138,100,11136,150,11144,25,11146,100,11148,150
1567123,SSE-KRAS,9434,93,9432,150,9430,200,9440,50,9442,100,9444,150
1567123,SSE-SIMP,9941,10,9939,50,9938,100,10011,9,10012,65,10015,30
1567123,SSE-ZABA,11419,50,11418,150,11417,100,11425,73,11427,240,11429,200
1567352,SSE-CARD,9817,50,9816,100,9815,150,9822,188,9823,250,9938,150
1567352,SSE-FSR,10017,50,10015,100,10013,150,10021,3,10023,100,10025,150
1567352,SSE-HT,11149,50,11147,100,11145,150,11153,50,11155,100,11157,150
1567352,SSE-KRAS,9424,50,9422,100,9420,150,9428,20,9430,100,9432,150
1567352,SSE-SIMP,9953,20,9952,100,9951,150,9955,50,9956,100,9957,150
1567352,SSE-ZABA,11437,60,11435,150,11433,200,11443,50,11445,100,11447,150
1567582,SSE-CARD,9807,50,9806,100,9805,150,9812,154,9813,250,9820,5
1567582,SSE-FSR,10010,7,10006,13,10002,40,10081,40,10083,100,10085,150
1567582,SSE-HT,11113,50,11111,100,11109,150,11119,75,11121,150,11123,200
1567582,SSE-KRAS,9442,250,9367,15,9365,15,9454,50,9456,100,9458,150
1567582,SSE-SIMP,9955,250,9942,3,9941,10,9971,50,9972,100,9973,150
1567582,SSE-ZABA,11418,200,11416,100,11414,150,11430,250,11434,5,11475,5
1567814,SSE-CARD,9949,90,9948,200,9947,250,9953,50,9954,100,9955,150
1567814,SSE-FSR,10070,30,10068,100,10066,150,10082,250,10253,41,10270,50
1567814,SSE-HT,11118,50,11116,100,11114,150,11124,61,11126,150,11128,200
1567814,SSE-KRAS,9443,30,9440,150,9438,200,9448,50,9450,100,9452,150
1567814,SSE-SIMP,9971,10,9965,100,9964,150,9972,180,10003,5,10010,10
1567814,SSE-ZABA,11440,45,11438,100,11436,150,11444,50,11446,100,11448,150
1567930,SSE-CARD,9924,50,9923,150,9922,200,9928,50,9929,150,9930,200
1567930,SSE-FSR,10087,50,10085,100,10083,150,10091,50,10093,100,10095,150
1567930,SSE-HT,11144,45,11142,100,11140,150,11148,50,11150,100,11152,150
1567930,SSE-KRAS,9435,50,9433,100,9431,150,9439,20,9441,100,9443,150
1567930,SSE-SIMP,9955,55,9952,50,9951,100,9958,250,10003,5,10010,10
1567930,SSE-ZABA,11444,110,11441,100,11439,150,11447,50,11449,100,11451,150
1568149,SSE-CARD,9917,50,9916,100,9915,150,9919,5,9920,105,9921,150
1568149,SSE-FSR,10091,50,10089,100,10087,150,10095,40,10097,100,10099,150
1568149,SSE-HT,11143,45,11141,100,11139,150,11147,18,11149,100,11151,150
1568149,SSE-KRAS,9439,100,9437,150,9435,200,9445,50,9447,100,9449,150
1568149,SSE-SIMP,9958,35,9957,150,9956,200,9962,50,9963,150,9964,200
1568149,SSE-ZABA,11456,60,11454,150,11452,200,11462,50,11464,100,11466,150
1568355,SSE-CARD,9917,36,9916,150,9915,200,9920,20,9921,55,9922,150
1568355,SSE-FSR,10130,50,10128,100,10126,150,10134,50,10136,100,10138,150
1568355,SSE-HT,11143,50,11141,100,11139,150,11147,50,11149,100,11151,150
1568355,SSE-KRAS,9426,50,9424,100,9422,150,9432,80,9434,150,9436,200
1568355,SSE-SIMP,9991,100,9990,150,9989,200,9993,10,9994,50,9995,100
1568355,SSE-ZABA,11448,50,11446,100,11444,174,11454,30,11456,150,11458,200
1568574,SSE-CARD,9832,10,9822,10,9812,270,9935,50,9936,100,9937,150
1568574,SSE-FSR,10104,50,10102,100,10100,150,10108,35,10110,100,10112,150
1568574,SSE-HT,11181,50,11179,100,11177,150,11185,50,11187,100,11189,150
1568574,SSE-KRAS,9443,50,9441,100,9439,150,9447,50,9449,100,9451,150
1568574,SSE-SIMP,9991,77,9990,200,9989,250,9995,50,9996,100,9997,150
1568574,SSE-ZABA,11460,50,11458,100,11456,150,11464,50,11466,100,11468,150
1568803,SSE-CARD,9820,50,9819,100,9818,150,9824,110,9825,200,9826,250
1568803,SSE-FSR,10136,50,10134,100,10132,150,10140,50,10142,100,10144,150
1568803,SSE-HT,11159,50,11157,100,11155,150,11163,50,11165,100,11167,150
1568803,SSE-KRAS,9489,100,9487,150,9485,200,9495,50,9497,100,9499,150
1568803,SSE-SIMP,9998,50,9997,200,9996,250,10002,50,10003,115,10004,150
1568803,SSE-ZABA,11482,50,11480,100,11478,150,11486,50,11488,100,11490,150
1569022,SSE-CARD,9842,65,9841,200,9840,250,9850,170,9953,10,9960,10
1569022,SSE-FSR,10159,100,10157,150,10155,200,10165,50,10167,100,10169,150
1569022,SSE-HT,11149,50,11147,100,11145,150,11155,2,11157,150,11159,200
1569022,SSE-KRAS,9482,50,9480,100,9478,150,9489,92,9490,150,9492,200
1569022,SSE-SIMP,10008,52,10007,250,9962,134,10012,65,10013,60,10014,100
1569022,SSE-ZABA,11504,10,11502,150,11500,200,11509,5,11510,50,11512,100
1569228,SSE-CARD,9814,50,9813,100,9812,418,9817,58,9818,150,9819,200
1569228,SSE-FSR,10154,51,10152,150,10150,200,10164,59,10166,200,10168,250
1569228,SSE-HT,11152,50,11150,100,11148,150,11158,75,11160,150,11162,200
1569228,SSE-KRAS,9476,100,9474,150,9472,200,9486,24,9488,200,9490,250
1569228,SSE-SIMP,10001,50,10000,100,9999,150,10003,35,10004,100,10005,150
1569228,SSE-ZABA,11458,50,11456,100,11454,230,11468,157,11470,250,11509,5
1569321,SSE-CARD,9812,20,9806,20,9783,10,9822,50,9823,150,9824,200
1569321,SSE-FSR,10140,63,10021,1,10010,2,10173,50,10175,100,10177,150
1569321,SSE-HT,11152,97,11150,200,11148,250,11160,50,11162,100,11164,150
1569321,SSE-KRAS,9474,100,9472,150,9470,200,9476,100,9480,50,9482,100
1569321,SSE-SIMP,9987,50,9986,100,9985,150,9991,60,9992,200,9993,250
1569321,SSE-ZABA,11473,107,11454,80,11444,24,11487,95,11489,150,11491,200
1569416,SSE-CARD,9818,146,9817,200,9816,250,9822,24,9823,100,9824,150
1569416,SSE-FSR,10147,20,10140,63,10138,50,10150,155,10253,41,10270,50
1569416,SSE-HT,11169,50,11167,100,11165,150,11173,50,11175,100,11177,150
1569416,SSE-KRAS,9496,240,9367,15,9365,15,9508,50,9510,100,9512,150
1569416,SSE-SIMP,9991,102,9990,200,9989,250,9995,50,9996,100,9997,150
1569416,SSE-ZABA,11480,50,11478,100,11476,150,11488,78,11490,200,11492,250
1569516,SSE-CARD,9794,50,9793,100,9792,150,9799,2,9800,250,9953,10
1569516,SSE-FSR,10119,50,10117,100,10115,150,10127,145,10129,200,10131,250
1569516,SSE-HT,11169,50,11167,100,11165,150,11173,49,11175,100,11177,150
1569516,SSE-KRAS,9471,50,9469,100,9467,150,9479,74,9481,200,9483,250
1569516,SSE-SIMP,10001,50,10000,100,9999,150,10003,50,10004,100,10005,150
1569516,SSE-ZABA,11462,50,11460,100,11458,150,11474,225,11509,5,11602,30
1569621,SSE-CARD,9800,95,9799,150,9798,200,9803,50,9804,100,9805,150
1569621,SSE-FSR,10114,50,10112,100,10110,150,10120,5,10122,150,10124,200
1569621,SSE-HT,11173,1,11172,50,11170,100,11176,50,11178,100,11180,150
1569621,SSE-KRAS,9470,100,9468,150,9466,200,9471,20,9476,50,9478,100
1569621,SSE-SIMP,10000,50,9999,100,9998,150,10004,150,10005,200,10006,250
1569621,SSE-ZABA,11438,50,11436,100,11434,150,11448,45,11450,250,11462,40
1569726,SSE-CARD,9806,95,9805,150,9804,200,9809,50,9810,100,9811,150
1569726,SSE-FSR,10121,50,10120,15,10119,100,10125,44,10127,100,10129,150
1569726,SSE-HT,11160,50,11158,100,11156,150,11164,24,11166,100,11168,150
1569726,SSE-KRAS,9471,20,9465,50,9463,100,9473,150,9475,200,9477,250
1569726,SSE-SIMP,10007,92,10006,200,10005,250,10011,50,10012,165,10013,160
1569726,SSE-ZABA,11448,50,11446,50,11444,100,11452,100,11454,150,11456,200
1569921,SSE-CARD,9689,50,9688,100,9687,150,9694,38,9695,250,9953,10
1569921,SSE-FSR,10145,100,10143,150,10141,200,10151,50,10153,100,10155,150
1569921,SSE-HT,11176,50,11174,100,11172,150,11180,50,11182,100,11184,150
1569921,SSE-KRAS,9475,36,9473,200,9471,270,9483,50,9485,100,9487,150
1569921,SSE-SIMP,9973,50,9972,100,9971,150,9977,85,9978,200,9979,250
1569921,SSE-ZABA,11466,20,11464,150,11462,200,11472,50,11474,100,11476,150
1570133,SSE-CARD,9689,33,9688,200,9687,250,9695,150,9696,200,9697,250
1570133,SSE-FSR,10109,50,10107,100,10105,150,10113,25,10115,100,10117,150
1570133,SSE-HT,11191,9,11189,100,11187,150,11195,50,11197,100,11199,150
1570133,SSE-KRAS,9489,143,9487,250,9477,5,9499,50,9501,100,9503,150
1570133,SSE-SIMP,9966,50,9965,100,9964,150,9970,94,9971,200,9972,250
1570133,SSE-ZABA,11442,50,11440,100,11438,150,11450,143,11452,200,11454,250
1570344,SSE-CARD,9686,200,9685,250,9681,50,9694,37,9695,250,9809,10
1570344,SSE-FSR,10087,50,10085,100,10083,150,10091,38,10093,100,10095,150
1570344,SSE-HT,11165,60,11163,150,11161,200,11171,49,11173,100,11175,150
1570344,SSE-KRAS,9495,88,9493,150,9491,200,9501,50,9503,100,9505,150
1570344,SSE-SIMP,9977,40,9976,100,9975,150,9979,50,9980,100,9981,150
1570344,SSE-ZABA,11450,20,11448,50,11446,100,11456,115,11458,200,11460,250
1570554,SSE-CARD,9684,150,9683,200,9682,250,9689,56,9690,150,9691,200
1570554,SSE-FSR,10021,1,10010,2,10006,13,10140,50,10142,105,10144,150
1570554,SSE-HT,11192,64,11190,150,11188,200,11198,50,11200,100,11202,150
1570554,SSE-KRAS,9471,20,9469,50,9467,100,9473,45,9475,100,9477,150
1570554,SSE-SIMP,9951,50,9950,100,9949,150,9956,190,9957,250,9979,10
1570554,SSE-ZABA,11406,50,11404,100,11402,150,11414,116,11416,200,11418,250
1570762,SSE-CARD,9449,50,9448,100,9447,150,9452,50,9453,150,9454,200
1570762,SSE-FSR,10101,50,10099,100,10097,150,10105,50,10107,100,10109,150
1570762,SSE-HT,11156,50,11154,100,11152,150,11160,50,11162,100,11164,150
1570762,SSE-KRAS,9491,50,9489,100,9487,150,9495,50,9497,100,9499,150
1570762,SSE-SIMP,9945,50,9944,100,9943,160,9949,90,9950,200,9951,250
1570762,SSE-ZABA,11433,50,11431,100,11429,150,11437,50,11439,100,11441,150
1570975,SSE-CARD,9479,50,9478,100,9477,150,9481,50,9482,100,9483,150
1570975,SSE-FSR,10118,45,10116,100,10114,150,10122,50,10124,100,10126,150
1570975,SSE-HT,11139,50,11137,100,11135,150,11143,50,11145,100,11147,150
1570975,SSE-KRAS,9488,50,9486,100,9484,150,9492,45,9494,100,9496,150
1570975,SSE-SIMP,9933,60,9932,100,9931,150,9935,50,9936,100,9937,150
1570975,SSE-ZABA,11416,50,11414,100,11412,150,11420,50,11422,100,11424,150
1571199,SSE-CARD,9477,50,9476,150,9475,200,9481,50,9482,150,9483,200
1571199,SSE-FSR,10140,45,10138,100,10136,150,10142,5,10144,50,10146,100
1571199,SSE-HT,11144,100,11142,150,11140,200,11150,50,11152,100,11154,150
1571199,SSE-KRAS,9499,50,9497,100,9495,150,9503,50,9505,100,9507,150
1571199,SSE-SIMP,9913,50,9912,100,9911,150,9916,70,9917,150,9918,200
1571199,SSE-ZABA,11419,60,11417,150,11415,200,11425,50,11427,100,11429,150
1571423,SSE-CARD,9461,50,9460,100,9459,150,9463,40,9464,100,9465,150
1571423,SSE-FSR,10110,50,10108,100,10106,150,10114,45,10116,100,10118,150
1571423,SSE-HT,11135,50,11133,100,11131,150,11139,38,11141,105,11143,150
1571423,SSE-KRAS,9510,51,9508,150,9506,200,9516,50,9518,100,9520,150
1571423,SSE-SIMP,9916,10,9915,50,9914,100,9918,60,9919,150,9920,200
1571423,SSE-ZABA,11409,50,11407,100,11405,150,11413,28,11415,100,11417,150
1571655,SSE-CARD,9474,50,9473,100,9472,150,9478,150,9479,210,9480,250
1571655,SSE-FSR,10114,45,10112,100,10110,150,10118,50,10120,100,10122,150
1571655,SSE-HT,11107,50,11105,100,11103,150,11111,50,11113,100,11115,150
1571655,SSE-KRAS,9477,100,9475,200,9473,250,9485,50,9487,100,9489,150
1571655,SSE-SIMP,9928,40,9927,100,9926,150,9931,50,9932,150,9933,200
1571655,SSE-ZABA,11408,50,11406,100,11404,150,11409,50,11412,50,11414,100
1571872,SSE-CARD,9219,50,9218,100,9217,150,9221,40,9222,100,9223,150
1571872,SSE-FSR,10147,45,10145,100,10143,150,10151,70,10153,100,10155,150
1571872,SSE-HT,11120,100,11118,150,11116,200,11126,50,11128,100,11130,150
1571872,SSE-KRAS,9486,50,9484,100,9482,150,9494,150,9496,200,9498,250
1571872,SSE-SIMP,9931,10,9909,50,9908,100,9946,10,9956,10,10007,30
1571872,SSE-ZABA,11441,50,11439,100,11437,150,11445,50,11447,100,11449,150
1572030,SSE-CARD,9231,20,9230,150,9229,200,9234,50,9235,100,9236,150
1572030,SSE-FSR,10160,64,10158,150,10156,200,10166,50,10168,100,10170,150
1572030,SSE-HT,11131,100,11129,150,11127,200,11139,61,11141,150,11143,200
1572030,SSE-KRAS,9488,50,9486,100,9484,150,9498,200,9500,250,9551,5
1572030,SSE-SIMP,9896,50,9895,100,9894,150,9900,74,9901,200,9902,250
1572030,SSE-ZABA,11431,50,11429,100,11427,150,11435,50,11437,100,11439,150
1572231,SSE-CARD,9240,18,9239,150,9238,200,9243,50,9244,100,9245,150
1572231,SSE-FSR,10142,50,10140,100,10138,150,10146,29,10148,100,10150,150
1572231,SSE-HT,11137,64,11135,150,11133,200,11143,50,11145,100,11147,150
1572231,SSE-KRAS,9501,45,9499,100,9497,150,9505,50,9507,100,9509,150
1572231,SSE-SIMP,9886,50,9885,100,9884,150,9892,14,9903,10,9913,10
1572231,SSE-ZABA,11433,50,11431,100,11429,150,11439,100,11441,240,11443,200
1572444,SSE-CARD,9223,50,9222,100,9221,160,9229,101,9241,10,9474,22
1572444,SSE-FSR,10102,50,10100,100,10098,150,10114,109,10253,41,10270,50
1572444,SSE-HT,11156,64,11154,150,11152,200,11162,50,11164,100,11166,150
1572444,SSE-KRAS,9495,50,9493,100,9491,150,9499,40,9501,100,9503,150
1572444,SSE-SIMP,9887,10,9885,50,9884,100,9888,100,9889,150,9890,200
1572444,SSE-ZABA,11414,50,11412,100,11410,150,11420,79,11422,150,11424,200
1572671,SSE-CARD,9229,10,9226,246,9221,10,9233,50,9234,150,9235,200
1572671,SSE-FSR,10092,50,10091,7,10090,100,10096,20,10098,100,10100,150
1572671,SSE-HT,11146,50,11144,100,11142,150,11150,50,11152,100,11153,5
1572671,SSE-KRAS,9471,20,9367,15,9365,15,9517,50,9519,100,9521,150
1572671,SSE-SIMP,9884,50,9883,100,9882,150,9888,30,9889,200,9890,250
1572671,SSE-ZABA,11412,200,11410,250,10528,72,11422,50,11424,100,11426,150
1572830,SSE-CARD,9182,30,9181,100,9180,150,9188,2,9226,5,9229,10
1572830,SSE-FSR,10123,98,10121,150,10119,200,10129,50,10131,100,10133,150
1572830,SSE-HT,11127,50,11125,100,11123,150,11131,50,11133,100,11135,150
1572830,SSE-KRAS,9542,50,9540,100,9538,150,9546,50,9548,100,9550,150
1572830,SSE-SIMP,9883,50,9882,100,9881,150,9886,100,9887,150,9888,200
1572830,SSE-ZABA,11439,100,11437,150,11435,200,11441,40,11445,50,11447,100
1572916,SSE-CARD,9180,125,9179,200,9178,250,9186,10,9229,7,9474,22
1572916,SSE-FSR,10125,40,10123,100,10121,150,10137,250,10253,41,10270,50
1572916,SSE-HT,11125,100,11123,150,11121,200,11131,50,11133,100,11135,150
1572916,SSE-KRAS,9540,18,9538,150,9536,200,9546,50,9548,100,9550,150
1572916,SSE-SIMP,9886,20,9884,10,9883,15,9887,9,9888,200,9889,250
1572916,SSE-ZABA,11437,150,11435,200,11433,250,11439,17,11445,50,11447,100
1573016,SSE-CARD,9153,50,9152,100,9151,150,9155,16,9156,100,9157,150
1573016,SSE-FSR,10111,50,10109,100,10107,150,10115,50,10117,100,10119,150
1573016,SSE-HT,11140,50,11138,100,11136,150,11144,50,11146,100,11148,150
1573016,SSE-KRAS,9525,50,9523,100,9521,150,9529,50,9531,100,9533,150
1573016,SSE-SIMP,9907,30,9906,100,9905,150,9909,50,9910,100,9911,150
1573016,SSE-ZABA,11409,50,11407,100,11405,150,11417,49,11419,200,11421,250
1573116,SSE-CARD,9170,73,9169,200,9168,250,9174,50,9175,100,9176,150
1573116,SSE-FSR,10094,50,10092,100,10091,2,10104,170,10106,250,10115,20
1573116,SSE-HT,11128,50,11126,100,11124,150,11132,30,11134,100,11136,150
1573116,SSE-KRAS,9522,50,9520,100,9518,150,9526,50,9528,100,9530,150
1573116,SSE-SIMP,9887,69,9886,100,9885,150,9891,150,9892,200,9893,250
1573116,SSE-ZABA,11428,50,11426,100,11424,150,11432,50,11434,100,11436,150
1573216,SSE-CARD,9150,50,9149,100,9148,150,9152,40,9153,100,9154,150
1573216,SSE-FSR,10064,50,10062,100,10060,150,10074,127,10076,250,10115,20
1573216,SSE-HT,11106,50,11104,100,11102,150,11110,15,11112,100,11114,150
1573216,SSE-KRAS,9493,50,9491,100,9489,150,9497,50,9499,100,9501,150
1573216,SSE-SIMP,9892,50,9891,110,9890,150,9894,50,9895,100,9896,160
1573216,SSE-ZABA,11439,50,11437,100,11435,150,11443,50,11445,100,11447,150
1573316,SSE-CARD,9152,10,9149,50,9148,100,9153,21,9154,200,9155,250
1573316,SSE-FSR,10070,50,10068,100,10066,150,10074,40,10076,100,10078,150
1573316,SSE-HT,11126,64,11124,150,11122,200,11132,50,11134,100,11136,150
1573316,SSE-KRAS,9508,50,9506,100,9504,150,9512,50,9514,100,9516,150
1573316,SSE-SIMP,9901,50,9900,100,9899,150,9903,50,9904,100,9905,150
1573316,SSE-ZABA,11459,10,11457,150,11455,200,11462,5,11465,50,11467,100
1573416,SSE-CARD,9144,50,9143,100,9142,150,9147,6,9148,150,9149,200
1573416,SSE-FSR,10077,14,10075,100,10073,150,10081,40,10083,100,10085,150
1573416,SSE-HT,11115,50,11113,100,11111,150,11121,50,11123,150,11125,200
1573416,SSE-KRAS,9502,50,9500,100,9498,150,9506,50,9508,100,9510,150
1573416,SSE-SIMP,9889,50,9888,100,9887,150,9893,37,9894,200,9895,250
1573416,SSE-ZABA,11437,50,11435,100,11433,150,11443,95,11445,150,11447,200
1573516,SSE-CARD,9167,15,9166,100,9165,150,9169,50,9170,100,9171,150
1573516,SSE-FSR,10104,50,10102,100,10100,150,10108,50,10110,100,10112,150
1573516,SSE-HT,11100,50,11098,100,11096,150,11104,50,11106,100,11108,150
1573516,SSE-KRAS,9508,18,9506,100,9504,150,9512,50,9514,100,9516,150
1573516,SSE-SIMP,9894,50,9893,113,9892,150,9896,50,9897,100,9898,150
1573516,SSE-ZABA,11443,100,11441,150,11439,200,11449,50,11451,100,11453,150
1573616,SSE-CARD,9159,25,9158,100,9157,150,9162,40,9163,150,9164,200
1573616,SSE-FSR,10087,50,10085,100,10083,150,10093,22,10095,150,10097,200
1573616,SSE-HT,11130,14,11128,100,11126,150,11134,50,11136,100,11138,150
1573616,SSE-KRAS,9534,10,9532,100,9530,150,9538,50,9540,100,9542,150
1573616,SSE-SIMP,9912,30,9911,100,9910,150,9914,50,9915,100,9916,150
1573616,SSE-ZABA,11479,95,11477,150,11475,200,11485,50,11487,100,11489,150
1573716,SSE-CARD,9149,50,9148,100,9147,150,9151,50,9152,100,9153,150
1573716,SSE-FSR,10063,50,10061,100,10059,150,10075,246,10115,20,10253,41
1573716,SSE-HT,11121,50,11119,100,11117,150,11127,50,11129,150,11131,200
1573716,SSE-KRAS,9519,50,9517,100,9515,150,9523,50,9525,100,9527,150
1573716,SSE-SIMP,9885,50,9884,110,9883,150,9889,128,9890,200,9891,250
1573716,SSE-ZABA,11476,50,11474,100,11472,150,11482,100,11484,150,11486,200
1573816,SSE-CARD,9120,50,9119,100,9118,150,9123,89,9124,150,9125,200
1573816,SSE-FSR,10049,50,10047,100,10045,150,10055,99,10057,150,10059,200
1573816,SSE-HT,11090,50,11088,100,11086,150,11094,50,11096,100,11098,150
1573816,SSE-KRAS,9518,50,9516,100,9514,150,9522,50,9524,100,9526,150
1573816,SSE-SIMP,9877,50,9876,100,9875,150,9880,80,9881,150,9882,200
1573816,SSE-ZABA,11456,50,11454,100,11452,150,11462,32,11464,150,11466,200
1573916,SSE-CARD,9141,40,9140,100,9139,150,9143,50,9144,100,9145,150
1573916,SSE-FSR,10069,50,10067,100,10065,150,10073,50,10075,100,10077,150
1573916,SSE-HT,11117,50,11115,100,11113,150,11121,50,11123,100,11125,150
1573916,SSE-KRAS,9508,50,9506,100,9504,150,9512,50,9514,100,9516,150
1573916,SSE-SIMP,9871,50,9870,100,9869,150,9875,65,9876,200,9877,250
1573916,SSE-ZABA,11468,24,11466,150,11464,200,11474,50,11476,100,11478,150
1574016,SSE-CARD,9133,50,9132,100,9131,150,9135,25,9136,100,9137,150
1574016,SSE-FSR,10041,50,10039,100,10037,150,10047,89,10049,150,10051,200
1574016,SSE-HT,11109,50,11107,100,11105,150,11113,25,11115,100,11117,150
1574016,SSE-KRAS,9510,45,9508,100,9506,150,9514,50,9516,100,9518,150
1574016,SSE-SIMP,9882,90,9881,150,9880,200,9885,60,9886,100,9887,150
1574016,SSE-ZABA,11435,50,11433,100,11432,70,11441,29,11443,150,11445,200
1574116,SSE-CARD,9145,82,9144,150,9143,200,9148,50,9149,100,9150,150
1574116,SSE-FSR,10044,50,10042,100,10040,150,10048,50,10050,100,10052,150
1574116,SSE-HT,11127,64,11125,150,11123,200,11133,50,11135,100,11137,150
1574116,SSE-KRAS,9492,50,9490,100,9488,150,9496,50,9498,100,9500,150
1574116,SSE-SIMP,9881,50,9880,100,9879,150,9883,20,9884,100,9885,150
1574116,SSE-ZABA,11432,70,11430,100,11428,150,11435,3,11436,50,11438,100
1574216,SSE-CARD,9147,73,9146,150,9145,200,9150,50,9151,100,9152,150
1574216,SSE-FSR,10032,50,10030,100,10028,150,10036,8,10038,100,10040,150
1574216,SSE-HT,11095,50,11093,100,11091,150,11099,25,11101,100,11103,150
1574216,SSE-KRAS,9505,50,9503,100,9501,150,9509,50,9511,100,9513,150
1574216,SSE-SIMP,9881,50,9880,100,9879,150,9884,100,9885,150,9886,200
1574216,SSE-ZABA,11445,100,11443,150,11441,200,11451,50,11453,100,11455,150
1574316,SSE-CARD,9150,150,9149,200,9148,250,9154,50,9155,100,9156,150
1574316,SSE-FSR,10030,50,10028,100,10026,150,10036,100,10037,20,10038,150
1574316,SSE-HT,11137,64,11135,150,11133,200,11143,50,11145,100,11147,150
1574316,SSE-KRAS,9514,50,9512,100,9510,150,9518,50,9520,100,9521,5
1574316,SSE-SIMP,9884,16,9881,50,9880,100,9885,150,9886,200,9887,250
1574316,SSE-ZABA,11439,50,11437,100,11435,197,11445,81,11447,150,11449,200
1574416,SSE-CARD,9154,78,9153,150,9152,200,9158,40,9159,150,9160,200
1574416,SSE-FSR,10037,30,10035,100,10033,150,10041,50,10043,100,10045,150
1574416,SSE-HT,11122,50,11120,100,11118,150,11130,125,11132,200,11134,250
1574416,SSE-KRAS,9514,5,9511,50,9509,100,9515,40,9516,5,9517,100
1574416,SSE-SIMP,9908,20,9907,100,9906,150,9910,50,9911,100,9912,150
1574416,SSE-ZABA,11428,50,11426,100,11424,150,11436,137,11438,200,11440,250
